Datum,Jaar,Maand,Dag,Staatshoofd,WindrVec,WindrCat9,WindrCat5,Windsnelh,WindsnelhGem,WindsnelhMax,WindsnelhMaxUur,WindsnelhMin,WindsnelhMinUur,Windstoot,WindstootUur,TempGem,TempMin,TempMinUur,TempMax,TempMaxUur,Zonneschijn,ZonneschijnPerc,Straling,NeerslagDuur,RegenHoeveelh,RegenHoeveelhMax,LuchtdrukGem,LuchtdrukMax,LuchtdrukMin,ZichtMin,ZichtMinCat85,ZichtMinCat5,ZichtMinUur,ZichtMax,ZichtMaxCat85,ZichtMaxCat5,ZichtMaxUur,BewolkingGem,VochtighGem,VochtighMax,VochtighMaxUur,VochtighMin,VochtighMinUur,Verdamping
30-4-1939,1939,4,30,Wilhelmina,35,NO,N,2.6,3.6,6.2,13,0.5,21,,,8.2,5.9,,10.6,,0,0,,2.3,4,2.6,1012.4,1015.2,1010.3,,,,,,,,,,96,,,,,
31-8-1939,1939,8,31,Wilhelmina,110,O,O,2.1,2.6,4.6,13,1.5,8,,,18.2,11.4,,23.8,,6.3,46,,2.8,15.6,12.3,1014.6,1015.4,1013.6,,,,,,,,,,76,,,,,
27-4-1940,1940,4,27,Wilhelmina,53,NO,O,1.5,2.6,4.1,15,1,22,,,13.1,10.3,,17.3,,2.1,14,,2.2,1.1,0.3,1011.8,1012.7,1011.2,,,,,,,,,,84,,,,,
30-4-1940,1940,4,30,Wilhelmina,95,O,O,5.1,5.1,6.7,12,4.1,1,,,13.2,7.6,,18.7,,11,74,,0,0,0,1008.2,1011.4,1005.8,,,,,,,,,,70,,,,,
31-8-1940,1940,8,31,Wilhelmina,234,ZW,W,3.6,4.1,5.7,15,2.6,2,,,15.1,6.2,,20.8,,5.8,42,,0,0,0,1028.5,1030.4,1025.8,,,,,,,,,,82,,,,,
27-4-1941,1941,4,27,Wilhelmina,37,NO,N,5.1,5.1,6.7,7,3.1,20,,,5,0.9,,7.9,,0.1,1,,0,0,0,1007.5,1008.2,1006.8,,,,,,,,,,67,,,,,
30-4-1941,1941,4,30,Wilhelmina,85,O,O,3.6,4.6,7.7,17,1,21,,,11.1,3.1,,18.1,,9.4,63,,0,0,0,1012.1,1017,1009.2,,,,,,,,,,66,,,,,
31-8-1941,1941,8,31,Wilhelmina,308,NW,W,4.6,5.1,7.2,11,3.1,7,,,14,8.3,,19.2,,3.9,28,,0,0,0,1022.4,1027,1016.6,,,,,,,,,,81,,,,,
27-4-1942,1942,4,27,Wilhelmina,80,O,O,8.7,8.7,10.3,13,6.2,1,,,11.3,6,,17,,11.5,79,,0,0,0,1017.5,1018.7,1016,,,,,,,,,,36,,,,,
30-4-1942,1942,4,30,Wilhelmina,29,NO,N,4.6,5.1,8.2,15,3.1,21,,,7.9,0.7,,13.4,,11.6,78,,0,0,0,1023.5,1025.8,1020.7,,,,,,,,,,53,,,,,
31-8-1942,1942,8,31,Wilhelmina,184,Z,Z,3.1,4.1,6.2,12,2.1,19,,,19.3,15.2,,24.3,,7.2,52,,0.5,0.8,0.8,1013,1014.8,1010,,,,,,,,,,79,,,,,
27-4-1943,1943,4,27,Wilhelmina,259,W,W,7.2,7.7,10.8,2,4.1,16,,,10.2,7.3,,13.9,,7.2,49,,2,6.8,4.5,1021,1023.5,1016.7,,,,,,,,,,63,,,,,
30-4-1943,1943,4,30,Wilhelmina,139,ZO,Z,5.7,5.7,8.2,9,3.1,1,,,10.4,5.9,,14,,4.7,32,,1.8,0.6,0.3,1016,1018.2,1013.4,,,,,,,,,,67,,,,,
31-8-1943,1943,8,31,Wilhelmina,303,NW,W,4.6,5.1,7.2,11,1,23,,,15.1,9.9,,19.8,,3.3,24,,0.1,0.3,0.3,1016.1,1019.5,1011.4,,,,,,,,,,80,,,,,
27-4-1944,1944,4,27,Wilhelmina,274,W,W,2.6,3.1,6.2,17,1,1,,,8.9,1.7,,15.6,,8.6,59,,0,0,0,1029.8,1034.3,1026.3,,,,,,,,,,76,,,,,
30-4-1944,1944,4,30,Wilhelmina,304,NW,W,4.6,5.1,9.3,12,2.1,7,,,10.3,7.1,,14,,5.8,39,,0,0,0,1022.9,1024.8,1022,,,,,,,,,,79,,,,,
31-8-1944,1944,8,31,Wilhelmina,221,ZW,Z,6.2,6.7,10.3,15,3.6,2,,,15.2,10.9,,19.9,,4.7,34,,1.2,5.1,2.5,1004.8,1007.9,1002.7,,,,,,,,,,69,,,,,
27-4-1945,1945,4,27,Wilhelmina,,,,,,,,,,,,9.4,7.1,,11.4,,,,,,,,1002.8,1005.4,1001.5,,,,,,,,,,95,,,,,
30-4-1945,1945,4,30,Wilhelmina,,,,,,,,,,,,4.6,2.1,,8.9,,,,,,,,1009.7,1013.5,1006.8,,,,,,,,,,86,,,,,
31-8-1945,1945,8,31,Wilhelmina,336,NW,N,2.1,4.1,6.7,15,2.1,4,,,14.3,7.4,,18.3,,3.5,26,,2,14.1,6,1015.4,1020.2,1011.6,,,,,,,,,,78,,,,,
27-4-1946,1946,4,27,Wilhelmina,77,O,O,5.1,5.7,7.2,12,4.6,4,,,17.3,10,,23.5,,9.4,64,,0,0,0,1001.7,1003.4,1001,,,,,,,,,,44,,,,,
30-4-1946,1946,4,30,Wilhelmina,95,O,O,2.1,3.6,5.7,21,2.6,2,,,11.9,3.7,,18.5,,8.3,56,,0,0,0,1011.7,1014.2,1008.6,,,,,,,,,,64,,,,,
31-8-1946,1946,8,31,Wilhelmina,198,Z,Z,5.1,5.1,7.2,14,2.6,19,,,13.3,8,,19.3,,6.4,47,,0,0.1,0.1,1013,1014,1011.5,,,,,,,,,,76,,,,,
27-4-1947,1947,4,27,Wilhelmina,223,ZW,Z,4.6,6.2,8.7,21,3.1,7,,,10.8,0.6,,18.7,,9,62,,0,0,0,1020.4,1027.6,1013.4,,,,,,,,,,57,,,,,
30-4-1947,1947,4,30,Wilhelmina,264,W,W,6.7,7.7,9.8,17,6.2,20,,,7.2,5.3,,9.4,,0,0,,6.3,6.7,1.5,1002.8,1007.6,999.9,,,,,,,,,,85,,,,,
31-8-1947,1947,8,31,Wilhelmina,24,NO,N,3.1,3.6,5.7,14,1,8,,,15.8,7.3,,22.6,,7.4,54,,0,0,0,1020.6,1023.2,1019.2,,,,,,,,,,67,,,,,
27-4-1948,1948,4,27,Wilhelmina,264,W,W,4.1,4.6,7.7,16,2.6,2,,,9.6,-0.3,,16,,10.3,70,,0,0,0,1028,1034.7,1018.8,,,,,,,,,,78,,,,,
30-4-1948,1948,4,30,Wilhelmina,264,W,W,3.1,4.6,6.7,11,2.6,13,,,7.2,3,,9.6,,0.6,4,,4.7,5.5,1.6,996,1001.1,993.8,,,,,,,,,,91,,,,,
31-8-1948,1948,8,31,Wilhelmina,171,Z,Z,3.1,3.6,5.7,11,2.1,1,,,17.2,8.7,,23.8,,12.1,88,,0,0,0,1019.7,1024,1015.1,,,,,,,,,,69,,,,,
27-4-1949,1949,4,27,Juliana,232,ZW,W,2.1,3.1,5.1,24,1,6,,,8.6,-0.3,,14.7,,12.6,86,,0,0,0,1025.7,1027,1024,,,,,,,,,,67,,,,,
30-4-1949,1949,4,30,Juliana,14,N,N,4.6,5.1,7.7,13,2.6,6,,,6.6,1.2,,11,,6.8,46,,0,0.1,0.1,1025.3,1030.5,1020.9,,,,,,,,,,63,,,,,
31-8-1949,1949,8,31,Juliana,152,ZO,Z,2.6,3.1,5.1,12,1.5,9,,,19.7,14.4,,25.6,,7,51,,0,0,0,1017,1020.1,1012.6,,,,,,,,,,71,,,,,
27-4-1950,1950,4,27,Juliana,298,NW,W,6.2,7.2,12.3,14,3.6,6,,,5.3,1.8,,9,,2.6,18,,5,4.2,1.3,1005.7,1013.2,996.5,,,,,,,,,,84,96,5,65,16,
30-4-1950,1950,4,30,Juliana,205,ZW,Z,4.1,4.6,6.7,12,2.1,20,,,12,7.2,,17.2,,7.4,50,,1.2,0.8,0.7,1022.7,1023.8,1021.9,,,,,,,,,,81,97,23,60,14,
31-8-1950,1950,8,31,Juliana,75,O,O,2.6,3.6,5.7,23,2.6,3,,,16,13.2,,19.9,,0.4,3,,3.9,5.2,2,1013.4,1017.9,1010.8,,,,,,,,,,88,98,2,74,14,
27-4-1951,1951,4,27,Juliana,29,NO,N,4.6,5.1,6.7,9,3.6,1,11.3,9,6.9,5.9,24,8.9,9,0.4,3,,2.1,1.3,0.8,1012.1,1012.9,1011.3,,,,,,,,,8/8,78,89,3,64,12,
30-4-1951,1951,4,30,Juliana,90,O,O,2.1,3.1,5.1,18,2.1,3,9.3,15,6.9,-0.3,5,12.3,14,10.5,71,,0,0,0,1019.9,1020.5,1019.3,,,,,,,,,2/8,70,98,5,39,15,
31-8-1951,1951,8,31,Juliana,191,Z,Z,4.6,4.6,6.2,13,2.6,20,7.7,3,14.7,10.5,6,20.1,14,4.1,30,,2.9,4.6,3.1,1010,1010.7,1009.2,,,,,,,,,4/8,88,100,23,62,14,
27-4-1952,1952,4,27,Juliana,352,N,N,2.1,3.1,4.1,1,1.5,6,7.7,13,6.1,0.9,5,9.2,16,0.5,3,,2.3,1.4,0.7,1020.2,1024.1,1016.8,,,,,,,,,6/8,86,97,24,75,8,
30-4-1952,1952,4,30,Juliana,123,ZO,O,3.1,4.6,5.7,12,3.1,8,8.7,12,15.3,5.3,5,23.6,15,13,88,,0,0,0,1009.5,1012.9,1007.2,,,,,,,,,0/8,59,89,10,31,15,
31-8-1952,1952,8,31,Juliana,218,ZW,Z,4.1,4.6,6.7,15,2.6,6,11.3,13,17.3,13.7,1,21.2,13,2.7,20,,0,0,0,1011,1015.9,1006.7,,,,,,,,,6/8,90,99,5,76,15,
27-4-1953,1953,4,27,Juliana,155,ZO,Z,4.6,5.7,8.2,14,2.6,19,13.4,1,11.9,7.2,7,19.3,13,2.8,19,,6.2,6.9,2.9,996.1,1000.7,994,,,,,,,,,7/8,75,98,21,57,2,
30-4-1953,1953,4,30,Juliana,203,ZW,Z,6.7,7.7,11.8,11,2.6,19,17.5,10,10.4,5.2,1,14.5,14,1,7,,0,0,0,1013.1,1014.1,1011.7,,,,,,,,,7/8,74,88,24,47,15,
31-8-1953,1953,8,31,Juliana,252,W,W,5.1,5.7,8.7,9,2.6,21,15.9,10,15.9,12.9,23,19.1,14,8.1,59,,0,0,0,1021.1,1023.6,1015.9,,,,,,,,,5/8,77,94,23,61,15,
27-4-1954,1954,4,27,Juliana,15,N,N,6.2,6.2,8.7,17,4.1,22,14.4,18,6.8,3.4,2,10.3,16,9.9,68,,0,0,0,1020.6,1022.3,1019.7,,,,,,,,,3/8,64,82,4,50,9,
30-4-1954,1954,4,30,Juliana,198,Z,Z,0.5,2.6,4.1,21,0.5,2,6.7,16,8.1,-2.5,5,16,15,11.9,80,,0,0.1,0.1,1008.1,1012.9,1005,,,,,,,,,2/8,68,92,4,40,17,
31-8-1954,1954,8,31,Juliana,236,ZW,W,4.1,4.6,6.7,15,2.6,24,13.4,13,17.6,12.9,24,22.6,16,6,44,,0,0,0,1021.9,1022.7,1021.2,,,,,,,,,5/8,79,91,3,48,16,
27-4-1955,1955,4,27,Juliana,224,ZW,Z,4.1,4.6,7.2,12,2.6,17,10.3,12,10.8,3.4,5,15.6,12,2.2,15,,0,0,0,1014.7,1015.4,1014.2,1,100-200 m,slecht,4,62,12-13 km,redelijk,10,7/8,81,99,7,61,11,
30-4-1955,1955,4,30,Juliana,283,W,W,2.6,3.6,4.6,4,1.5,21,8.2,10,14.9,10.9,4,19.7,13,8.8,59,,1.9,9.6,4.5,1015.9,1017.4,1012.9,30,3000-3100 m,matig,19,65,15-16 km,goed,15,6/8,76,96,23,56,18,
31-8-1955,1955,8,31,Juliana,312,NW,W,2.6,2.6,4.6,15,1,7,7.2,15,17,9.9,6,23.3,14,9.8,71,,0,0,0,1013.7,1015.7,1012.3,5,500-600 m,slecht,23,70,20-21 km,goed,9,1/8,84,100,3,57,13,
27-4-1956,1956,4,27,Juliana,20,N,N,6.7,6.7,9.3,17,5.1,1,14.9,18,8.2,4.6,4,13.2,14,7.6,52,,0,0,0,1006.5,1007.3,1005.5,60,10-11 km,redelijk,1,65,15-16 km,goed,8,4/8,70,80,2,55,14,
30-4-1956,1956,4,30,Juliana,308,NW,W,6.7,6.7,9.3,14,4.1,5,17,14,6.4,3,3,9.9,14,2.5,17,,0.9,0.7,0.7,1016,1017.1,1014.5,40,4000-4100 m,matig,4,63,13-14 km,redelijk,12,7/8,75,86,2,58,10,
31-8-1956,1956,8,31,Juliana,17,N,N,2.1,3.1,4.6,18,1,7,10.8,23,11,3.8,5,16.1,12,10.2,74,,0,0,0,1021.6,1022.3,1021.2,60,10-11 km,redelijk,1,80,30-35 km,uitstekend,10,4/8,67,86,3,45,12,
27-4-1957,1957,4,27,Juliana,14,N,N,4.6,5.1,6.7,15,4.1,2,11.8,15,11.1,5,5,16.7,16,11.4,78,,0,0,0,1015.3,1019.4,1011,40,4000-4100 m,matig,5,60,10-11 km,redelijk,18,1/8,82,99,5,60,14,
30-4-1957,1957,4,30,Juliana,6,N,N,7.2,7.2,9.3,8,2.1,24,17,8,8.8,6.6,24,11.4,14,9.6,65,,0,0,0,1019.7,1023.2,1015.4,60,10-11 km,redelijk,1,80,30-35 km,uitstekend,14,4/8,69,90,2,52,13,
31-8-1957,1957,8,31,Juliana,295,NW,W,2.6,3.6,6.2,9,0.5,20,14.4,11,14.2,11.7,5,17.5,14,3.7,27,937,0.1,0.1,0.1,1018.5,1019.4,1017.6,30,3000-3100 m,matig,5,67,17-18 km,goed,21,7/8,84,97,1,69,14,1.5
27-4-1958,1958,4,27,Juliana,278,W,W,9.3,9.8,13.9,12,6.2,24,26.8,13,6.2,3.1,8,8.5,11,3.1,21,962,4.6,8.9,3.8,1007.8,1014.3,1000.3,20,2000-2100 m,matig,7,80,30-35 km,uitstekend,11,5/8,83,91,1,69,10,1.3
30-4-1958,1958,4,30,Juliana,307,NW,W,1,2.6,3.6,17,1.5,5,6.2,19,13,8,24,19.2,17,6.6,45,1524,0,0,0,1030.9,1032.2,1028.8,50,5-6 km,redelijk,5,65,15-16 km,goed,12,5/8,79,97,24,59,12,2.4
31-8-1958,1958,8,31,Juliana,112,O,O,1.5,3.6,6.7,23,1,6,11.3,23,21.4,18.4,6,26.8,15,4.3,31,960,0,0,0,1011,1012.3,1010.3,1,100-200 m,slecht,9,63,13-14 km,redelijk,15,6/8,85,100,9,57,15,1.8
27-4-1959,1959,4,27,Juliana,194,Z,Z,5.7,6.2,9.3,9,3.1,20,20.1,13,9.2,6.8,5,13,16,3.7,25,1116,3.7,6.7,2.9,1004.4,1006,1003.3,56,6-7 km,redelijk,7,72,22-23 km,goed,15,7/8,84,97,3,63,15,1.6
30-4-1959,1959,4,30,Juliana,2,N,N,7.2,7.7,10.8,18,4.1,2,19.5,17,10.5,8.6,24,12,11,0,0,507,4.9,1.8,0.5,1009.8,1016.3,1003.3,30,3000-3100 m,matig,15,65,15-16 km,goed,24,8/8,90,98,7,72,21,0.8
31-8-1959,1959,8,31,Juliana,20,N,N,3.1,3.1,5.7,16,2.1,3,11.3,16,14.9,10.5,24,19.7,14,10.6,77,1686,0.3,0.5,0.4,1023.8,1025,1022.5,75,25-26 km,goed,1,82,40-45 km,uitstekend,12,3/8,69,93,5,40,14,2.8
27-4-1960,1960,4,27,Juliana,6,N,N,5.7,6.7,9.3,11,3.1,24,17,12,5.9,1.1,3,10,15,4.7,32,1350,1.9,2.1,1.7,1022.6,1025.3,1020.6,60,10-11 km,redelijk,2,75,25-26 km,goed,14,6/8,77,97,2,60,11,1.8
30-4-1960,1960,4,30,Juliana,348,N,N,3.6,3.6,5.1,15,1.5,7,9.3,13,6.3,0.2,5,11.3,14,9.3,63,2074,0,0,0,1019.8,1022.9,1017.3,20,2000-2100 m,matig,5,70,20-21 km,goed,12,4/8,79,98,5,55,13,2.7
31-8-1960,1960,8,31,Juliana,266,W,W,4.1,4.6,6.7,13,2.1,19,12.9,2,14.3,12.5,21,17.6,15,0.8,6,701,1.4,2,0.8,1010.2,1011.1,1008.6,50,5-6 km,redelijk,23,75,25-26 km,goed,6,7/8,87,97,24,73,16,1.1
27-4-1961,1961,4,27,Juliana,239,ZW,W,2.6,3.1,6.2,13,0.5,2,12.9,14,11.2,8.9,22,15,15,3.2,22,992,2.4,4.5,3.1,1008.6,1011,1005.2,30,3000-3100 m,matig,8,65,15-16 km,goed,4,7/8,87,96,4,70,17,1.5
30-4-1961,1961,4,30,Juliana,328,NW,N,2.1,2.1,3.1,6,0.5,22,7.2,7,11.1,5.5,24,14.3,12,0.2,1,915,0,0,0,1012.5,1013.9,1011.3,30,3000-3100 m,matig,24,65,15-16 km,goed,17,6/8,89,99,22,77,16,1.4
31-8-1961,1961,8,31,Juliana,345,N,N,1.5,2.1,3.1,1,1,23,6.2,1,17.3,16.4,5,18.6,13,0,0,292,0,0,0,1025.3,1026.1,1023.9,8,800-900 m,slecht,22,45,4500-4600 m,matig,2,8/8,97,100,8,93,14,0.5
27-4-1962,1962,4,27,Juliana,346,N,N,3.6,3.6,4.1,1,3.1,3,9.3,1,8.2,6,22,11.3,14,0.8,5,959,0,0,0,1024.8,1026.2,1022.4,50,5-6 km,redelijk,21,70,20-21 km,goed,7,8/8,81,93,21,69,12,1.3
30-4-1962,1962,4,30,Juliana,14,N,N,3.6,3.6,5.7,12,0,24,10.8,13,6.3,0.1,24,11,14,12.7,86,2324,0,0,0,1019,1021.3,1016,70,20-21 km,goed,22,80,30-35 km,uitstekend,12,2/8,63,96,24,41,12,3.1
31-8-1962,1962,8,31,Juliana,357,N,N,1.5,1.5,4.1,17,0,1,0,,14.1,8.9,5,18.5,13,11.2,82,1994,0,0,0,1023.7,1025.3,1022.6,15,1500-1600 m,matig,5,82,40-45 km,uitstekend,16,4/8,79,98,2,61,14,3.2
27-4-1963,1963,4,27,Juliana,4,N,N,0.5,1,2.6,13,0,4,6.7,13,10.3,1.5,6,16,14,9,62,2035,0,0,0,1028,1029.4,1025.9,40,4000-4100 m,matig,4,70,20-21 km,goed,12,5/8,66,95,4,42,10,3
30-4-1963,1963,4,30,Juliana,281,W,W,2.6,3.1,4.6,13,0.5,6,10.3,15,9.8,6.9,24,13.8,14,5.4,36,1714,0.4,0.1,0.1,1017.8,1019.2,1015.1,4,400-500 m,slecht,5,75,25-26 km,goed,14,6/8,84,99,4,66,17,2.5
31-8-1963,1963,8,31,Juliana,146,ZO,Z,2.6,2.6,4.1,5,1.5,15,9.8,5,14.1,12.2,6,17.8,13,0.8,6,566,9.8,18.2,5.3,1004,1005.3,1003.4,25,2500-2600 m,matig,24,68,18-19 km,goed,13,8/8,88,97,21,72,12,0.9
27-4-1964,1964,4,27,Juliana,146,ZO,Z,2.6,2.6,4.6,13,1,21,8.2,13,12.2,4.2,2,19,16,11,75,2159,0,0,0,1021.5,1025.8,1016.1,30,3000-3100 m,matig,3,65,15-16 km,goed,24,2/8,64,99,1,35,15,3.3
30-4-1964,1964,4,30,Juliana,254,W,W,4.1,4.1,6.2,13,2.6,5,11.3,17,10.2,6.8,5,14.6,14,6.6,45,1663,0,0,0,1020.8,1021.9,1019.3,62,12-13 km,redelijk,7,70,20-21 km,goed,1,5/8,78,95,4,63,13,2.4
31-8-1964,1964,8,31,Juliana,352,N,N,2.6,2.6,4.6,11,1,22,9.3,12,13.3,8.7,5,17.7,13,9.3,68,1787,0,0,0,1031.2,1032.7,1029.5,60,10-11 km,redelijk,23,85,55-60 km,uitstekend,15,4/8,73,97,6,54,10,2.8
27-4-1965,1965,4,27,Juliana,45,NO,N,1.5,2.6,5.1,14,1,5,9.8,13,6.5,4.2,21,10.8,13,3.6,25,1090,3,1.2,0.4,999.5,1000.4,998.5,25,2500-2600 m,matig,6,70,20-21 km,goed,17,7/8,85,97,6,65,17,1.4
30-4-1965,1965,4,30,Juliana,26,NO,N,3.1,3.1,4.6,11,1,3,10.3,11,9.6,2.9,5,14.3,13,11.5,78,2045,0,0,0,1018.6,1020.1,1016.4,30,3000-3100 m,matig,5,80,30-35 km,uitstekend,11,1/8,76,97,2,53,12,3
31-8-1965,1965,8,31,Juliana,231,ZW,W,2.1,2.6,4.6,11,1.5,17,8.7,12,11.9,8.9,21,14.8,18,1.1,8,615,7.5,13.5,4.3,1009.2,1012.9,1007.5,40,4000-4100 m,matig,16,75,25-26 km,goed,3,6/8,91,97,19,76,2,0.9
27-4-1966,1966,4,27,Juliana,154,ZO,Z,1,2.6,3.1,9,1.5,1,6.7,17,14,8.3,1,19.2,15,0.2,1,936,0.1,0.1,0.1,1017.9,1020.7,1015.7,28,2800-2900 m,matig,7,65,15-16 km,goed,1,7/8,80,89,22,67,14,1.5
30-4-1966,1966,4,30,Juliana,70,O,O,2.6,2.6,4.1,13,1.5,3,8.2,15,14.5,5.8,5,21.3,16,13.2,89,2412,0,0,0,1033.7,1035.9,1031.5,60,10-11 km,redelijk,2,80,30-35 km,uitstekend,8,1/8,55,87,3,29,15,3.9
31-8-1966,1966,8,31,Juliana,209,ZW,Z,3.1,3.6,4.6,10,2.6,1,9.3,9,14.4,12,1,16.8,14,0.1,1,404,2.6,3.7,1.7,1005.3,1008.1,1003.6,56,6-7 km,redelijk,19,68,18-19 km,goed,1,7/8,87,93,10,81,14,0.7
27-4-1967,1967,4,27,Juliana,44,NO,N,3.6,3.6,5.7,15,1.5,2,11.3,14,9.5,2.7,6,15,15,12.1,83,2339,0,0,0,1027,1030.6,1024,65,15-16 km,goed,6,75,25-26 km,goed,1,1/8,56,78,4,32,16,3.4
30-4-1967,1967,4,30,Juliana,240,ZW,W,2.1,2.6,4.6,13,0.5,2,9.3,13,9.4,0.2,5,15.5,14,8.4,57,2249,0.4,0.4,0.4,1014.6,1022.8,1006.3,1,100-200 m,slecht,4,65,15-16 km,goed,13,4/8,71,100,3,40,14,3.2
31-8-1967,1967,8,31,Juliana,229,ZW,W,3.6,3.6,5.7,14,2.1,1,12.9,14,16.1,12.7,6,19.8,14,3.2,23,1048,0,0,0,1014.6,1016.6,1012.6,18,1800-1900 m,matig,7,70,20-21 km,goed,14,7/8,78,95,6,58,15,1.8
27-4-1968,1968,4,27,Juliana,116,ZO,O,2.1,2.6,4.6,23,0.5,1,0,,12.7,1.3,5,19.5,15,12.7,87,2185,0,0,0,1009.7,1016,1004.1,35,3500-3600 m,matig,5,60,10-11 km,redelijk,23,1/8,63,98,5,35,16,3.4
30-4-1968,1968,4,30,Juliana,175,Z,Z,3.1,3.1,4.1,8,1.5,3,0,,9.9,5.4,4,14.6,15,1.6,11,906,1.1,2.1,1.3,1001.1,1001.9,1000.5,57,7-8 km,redelijk,4,70,20-21 km,goed,14,5/8,80,92,3,57,15,1.3
31-8-1968,1968,8,31,Juliana,271,W,W,3.1,3.6,4.1,1,1.5,21,11.8,11,16.1,13.2,23,19.3,13,4.9,36,1219,0,0,0,1005.3,1007.1,1004,56,6-7 km,redelijk,2,70,20-21 km,goed,5,6/8,76,95,23,53,13,2.1
27-4-1969,1969,4,27,Juliana,232,ZW,W,3.6,4.1,6.2,12,0.5,24,9.3,11,10.1,5.2,24,14.5,16,10.2,70,1836,0,0,0,1018.2,1019.3,1015.7,50,5-6 km,redelijk,5,75,25-26 km,goed,11,4/8,76,97,23,54,12,2.7
30-4-1969,1969,4,30,Juliana,29,NO,N,3.1,3.6,5.7,16,0.5,2,9.8,18,7.8,-0.2,3,13.6,14,9.8,66,1931,0,0.1,0.1,1014.7,1015.5,1014.3,1,100-200 m,slecht,4,65,15-16 km,goed,9,3/8,75,100,3,50,12,2.7
31-8-1969,1969,8,31,Juliana,331,NW,N,1,1.5,3.1,17,0.5,1,5.7,14,15.7,12.9,2,19.2,14,0.7,5,959,0,0,0,1024.6,1026.1,1022.4,60,10-11 km,redelijk,6,70,20-21 km,goed,1,7/8,82,93,3,58,12,1.6
27-4-1970,1970,4,27,Juliana,326,NW,N,3.6,4.1,5.7,9,1,24,11.3,12,6.3,2,24,10.1,14,3.5,24,1338,0.5,0.9,0.4,1012.1,1018.4,1006.4,65,15-16 km,goed,1,81,35-40 km,uitstekend,15,5/8,79,97,24,64,9,1.8
30-4-1970,1970,4,30,Juliana,314,NW,W,4.6,4.6,6.7,15,2.1,21,15.4,12,5.4,2.6,21,8.6,13,3.3,22,1353,1.6,2.9,1.2,1019.5,1023.3,1017,65,15-16 km,goed,4,80,30-35 km,uitstekend,5,5/8,78,92,4,65,9,1.7
31-8-1970,1970,8,31,Juliana,227,ZW,W,3.1,3.6,5.7,12,0.5,1,10.8,14,16.8,9.7,3,24,14,6.3,46,1546,0.2,0.2,0.2,1015,1017.3,1013,11,1100-1200 m,matig,4,59,9-10 km,redelijk,21,5/8,78,98,1,48,14,2.7
