Datum,Jaar,Maand,Dag,Staatshoofd,WindrVec,WindrCat9,WindrCat5,Windsnelh,WindsnelhGem,WindsnelhMax,WindsnelhMaxUur,WindsnelhMin,WindsnelhMinUur,Windstoot,WindstootUur,TempGem,TempMin,TempMinUur,TempMax,TempMaxUur,Zonneschijn,ZonneschijnPerc,Straling,NeerslagDuur,RegenHoeveelh,RegenHoeveelhMax,LuchtdrukGem,LuchtdrukMax,LuchtdrukMin,ZichtMin,ZichtMinCat85,ZichtMinCat5,ZichtMinUur,ZichtMax,ZichtMaxCat85,ZichtMaxCat5,ZichtMaxUur,BewolkingGem,VochtighGem,VochtighMax,VochtighMaxUur,VochtighMin,VochtighMinUur,Verdamping
27-4-1971,1971,4,27,Juliana,349,N,N,2.6,3.1,5.1,1,1.5,18,9.3,14,5.2,1.4,23,9.5,13,6.3,43,1612,1.7,0.9,0.5,1009.3,1013.4,1005.5,62,12-13 km,redelijk,1,70,20-21 km,goed,6,5/8,76,95,23,49,12,2.1
30-4-1971,1971,4,30,Juliana,66,NO,O,3.1,3.1,5.1,16,0,1,10.8,16,6.1,-1.6,4,11.9,16,13,88,2440,0,0,0,1020.1,1022.5,1017.5,70,20-21 km,goed,1,75,25-26 km,goed,12,4/8,60,93,3,33,14,3.2
31-8-1971,1971,8,31,Juliana,260,W,W,2.6,3.1,5.7,11,1,21,10.8,11,15.2,12,3,19.6,13,6.4,47,1409,1.1,2.6,1.2,1013.6,1016.6,1010.6,50,5-6 km,redelijk,2,78,28-29 km,goed,14,5/8,78,96,3,55,13,2.3
27-4-1972,1972,4,27,Juliana,333,NW,N,3.6,4.1,6.7,12,2.1,4,12.3,10,6.1,2.3,24,10.5,13,4.2,29,1298,0.8,0.9,0.5,1016.1,1018.4,1014.4,56,6-7 km,redelijk,8,80,30-35 km,uitstekend,12,5/8,80,92,3,60,12,1.7
30-4-1972,1972,4,30,Juliana,197,Z,Z,3.1,3.6,6.2,1,1,23,11.3,2,9.6,8.1,22,12.5,16,0.2,1,538,2.4,2.4,1.7,999.1,1004.3,992.6,30,3000-3100 m,matig,4,65,15-16 km,goed,1,7/8,90,95,4,81,16,0.8
31-8-1972,1972,8,31,Juliana,55,NO,O,3.6,3.6,5.7,11,1.5,5,9.8,11,15.3,9.8,6,20.6,14,10.7,78,1844,0,0.05,0.05,1024.5,1026.4,1023.6,35,3500-3600 m,matig,5,70,20-21 km,goed,15,1/8,78,95,2,57,12,3.1
27-4-1973,1973,4,27,Juliana,299,NW,W,1,3.1,4.1,10,1.5,1,8.2,13,8.7,2.9,4,14.6,13,12.4,85,2050,0,0,0,1011.3,1014.3,1008.1,20,2000-2100 m,matig,5,65,15-16 km,goed,17,0/8,70,97,24,42,17,2.9
30-4-1973,1973,4,30,Juliana,145,ZO,Z,3.6,4.1,6.7,23,0.5,2,11.3,23,9.2,-1.8,5,15.6,23,0.7,5,706,5.3,5.2,1,1007.7,1013.3,1001.6,15,1500-1600 m,matig,13,68,18-19 km,goed,22,6/8,87,99,3,74,22,1
31-8-1973,1973,8,31,Juliana,260,W,W,2.6,3.1,5.1,11,0.5,4,9.3,11,14.9,8.4,5,18.6,12,5.9,43,1446,0,0.05,0.05,1020.2,1021.3,1018.4,40,4000-4100 m,matig,21,80,30-35 km,uitstekend,15,5/8,77,98,6,57,15,2.4
27-4-1974,1974,4,27,Juliana,75,O,O,4.6,4.6,6.7,9,2.6,4,10.8,9,6.5,-0.2,5,10.5,14,3.1,21,1289,0,0.05,0.05,1010.5,1013.6,1008.4,58,8-9 km,redelijk,13,70,20-21 km,goed,1,5/8,63,80,3,45,9,1.7
30-4-1974,1974,4,30,Juliana,276,W,W,2.6,2.6,4.1,13,1,1,6.7,14,9.1,8.1,24,10.3,13,0,0,276,1.6,0.5,0.2,1001.1,1002.2,1000,0,<100 m,slecht,4,59,9-10 km,redelijk,23,8/8,94,100,1,75,23,0.4
31-8-1974,1974,8,31,Juliana,165,Z,Z,1.5,3.1,4.1,8,2.1,1,0,,16,12.3,24,20.7,11,1.5,11,821,1.7,1.6,0.7,1008.5,1010.3,1006.9,24,2400-2500 m,matig,4,60,10-11 km,redelijk,13,6/8,88,98,2,74,7,1.4
27-4-1975,1975,4,27,Juliana,277,W,W,1,2.1,3.6,12,0.5,2,7.2,12,10,7.7,4,14.3,14,0.3,2,1005,1.6,0.5,0.3,1023.2,1024.8,1021.6,25,2500-2600 m,matig,5,65,15-16 km,goed,1,8/8,86,97,21,70,14,1.5
30-4-1975,1975,4,30,Juliana,246,ZW,W,3.1,3.6,5.7,10,1.5,5,10.8,13,9.2,4.5,24,13.6,15,9.4,63,1937,4.6,3.6,0.9,1018.5,1024.9,1009.5,50,5-6 km,redelijk,4,75,25-26 km,goed,19,4/8,74,96,1,48,16,2.8
31-8-1975,1975,8,31,Juliana,303,NW,W,2.1,2.1,3.6,15,1,6,7.2,15,18.8,14.2,4,25.5,14,7.5,55,1490,0,0.05,0.05,1016.7,1019.6,1012.8,0,<100 m,slecht,5,45,4500-4600 m,matig,16,4/8,84,100,4,53,13,2.7
27-4-1976,1976,4,27,Juliana,3,N,N,4.6,5.1,7.7,17,2.6,2,12.9,17,5.9,1.4,24,10.3,15,3.6,25,1334,0,0.05,0.05,1022.1,1024.6,1021,70,20-21 km,goed,1,80,30-35 km,uitstekend,5,6/8,66,89,4,53,16,1.7
30-4-1976,1976,4,30,Juliana,316,NW,N,1,1.5,3.1,12,0.5,23,8.2,12,6.9,0.3,5,13.2,12,2.6,18,1256,0,0.05,0.05,1026.5,1027.2,1025.8,50,5-6 km,redelijk,4,75,25-26 km,goed,18,4/8,76,100,4,49,16,1.7
31-8-1976,1976,8,31,Juliana,324,NW,N,1,2.1,4.1,17,1,1,7.7,18,15.5,9,5,22.6,14,8.5,62,1586,0,0.05,0.05,1010,1011,1009.2,0,<100 m,slecht,5,65,15-16 km,goed,18,2/8,83,100,1,52,15,2.6
27-4-1977,1977,4,27,Juliana,258,W,W,4.1,4.6,8.2,13,1,23,15.9,12,8.1,2.8,24,12.1,13,10,68,1923,0,0.05,0.05,1014,1016.8,1009.9,50,5-6 km,redelijk,4,75,25-26 km,goed,12,3/8,76,99,3,51,16,2.7
30-4-1977,1977,4,30,Juliana,166,Z,Z,0.5,2.6,5.1,24,0.5,5,8.2,18,10.1,4.9,5,15.2,16,6.6,45,1689,1.1,0.4,0.2,1012.9,1014.7,1011.8,50,5-6 km,redelijk,7,65,15-16 km,goed,15,6/8,74,97,5,49,16,2.5
31-8-1977,1977,8,31,Juliana,189,Z,Z,0.5,1.5,2.6,10,0,24,4.1,5,16.7,13,5,21.7,15,4.4,32,1359,0,0,0,1014,1014.7,1013.3,40,4000-4100 m,matig,24,60,10-11 km,redelijk,10,5/8,83,99,24,64,14,2.3
27-4-1978,1978,4,27,Juliana,121,ZO,O,0.5,3.1,4.1,1,0.5,23,7.7,3,8.5,5.2,23,13.4,12,0.3,2,698,0.6,2.2,1,1003.2,1008.7,999.5,8,800-900 m,slecht,15,58,8-9 km,redelijk,1,8/8,83,96,23,71,12,1
30-4-1978,1978,4,30,Juliana,86,O,O,2.6,2.6,3.6,6,2.1,4,6.2,19,12.2,9.2,4,16.8,16,2.8,19,1058,5.5,5.3,1.3,1002.2,1002.9,1001.6,8,800-900 m,slecht,7,58,8-9 km,redelijk,14,7/8,87,99,6,71,15,1.6
31-8-1978,1978,8,31,Juliana,297,NW,W,2.6,2.6,5.1,12,1,1,11.8,15,12,7.7,1,15.6,12,1.5,11,885,4.3,3.5,1.2,1014.3,1015.5,1012.4,56,6-7 km,redelijk,21,70,20-21 km,goed,14,7/8,87,100,1,70,15,1.4
27-4-1979,1979,4,27,Juliana,337,NW,N,3.1,3.1,6.2,14,1,4,12.3,14,6,2.3,4,10.5,14,4.7,32,1346,0.2,0.3,0.3,1024.1,1025.7,1021.8,56,6-7 km,redelijk,4,65,15-16 km,goed,12,4/8,80,97,4,59,18,1.8
30-4-1979,1979,4,30,Juliana,282,W,W,5.1,5.7,8.2,2,2.1,22,18,5,6.7,3.6,22,9.1,1,8,54,1748,6.1,8.4,3.2,1004.3,1009,996.8,35,3500-3600 m,matig,1,70,20-21 km,goed,7,5/8,69,94,1,49,11,2.3
31-8-1979,1979,8,31,Juliana,213,ZW,Z,0.5,1.5,3.1,13,0.5,1,6.7,13,18.4,11,5,26.1,14,10.7,78,1697,0,0,0,1020,1020.7,1019.5,35,3500-3600 m,matig,23,56,6-7 km,redelijk,3,3/8,77,98,5,50,15,3
27-4-1980,1980,4,27,Juliana,313,NW,W,1.5,2.1,3.6,14,0.5,1,8.2,14,8,1.6,3,14.8,14,8,55,1751,0.5,0.8,0.5,1016.3,1017.2,1015.3,1,100-200 m,slecht,4,57,7-8 km,redelijk,11,4/8,85,100,2,54,13,2.4
30-4-1980,1980,4,30,Juliana,47,NO,O,3.1,3.1,5.1,13,1,5,9.8,20,11.6,5.4,6,17.5,16,8.6,58,1937,0,0,0,1016.5,1017.3,1015.4,11,1100-1200 m,matig,5,56,6-7 km,redelijk,12,3/8,74,99,1,42,14,3
31-8-1980,1980,8,31,Beatrix,327,NW,N,3.1,3.1,6.7,15,1,3,12.9,15,14.3,10.7,24,17.4,15,3.1,23,656,7.1,2.6,0.6,1015.2,1024.7,1003.2,25,2500-2600 m,matig,10,80,30-35 km,uitstekend,14,5/8,88,97,8,67,15,1.1
27-4-1981,1981,4,27,Beatrix,17,N,N,4.6,4.6,8.7,16,0.5,3,14.9,15,7.6,3.5,24,13.2,14,5.8,40,1665,0,0.05,0.05,1010.7,1016.3,1006.2,38,3800-3900 m,matig,5,75,25-26 km,goed,19,5/8,71,97,4,52,16,2.3
30-4-1981,1981,4,30,Beatrix,284,W,W,3.6,3.6,4.6,6,1.5,24,10.3,12,9.5,7.6,24,10.3,3,0,0,268,16.4,7.5,1.3,1008.7,1011.6,1006.3,20,2000-2100 m,matig,2,57,7-8 km,redelijk,16,8/8,94,96,9,88,6,0.4
31-8-1981,1981,8,31,Beatrix,19,N,N,1,1,2.6,17,0,24,5.1,17,14.2,9.1,2,20.2,14,3.8,28,1236,0,0.05,0.05,1018.6,1019.4,1017.8,58,8-9 km,redelijk,4,68,18-19 km,goed,14,4/8,80,97,24,62,15,2
27-4-1982,1982,4,27,Beatrix,358,N,N,3.6,3.6,6.2,13,1.5,24,10.3,13,8.3,5.3,24,10.7,14,0.1,1,609,0.7,0.1,0.1,1029.6,1030.4,1028.1,58,8-9 km,redelijk,3,70,20-21 km,goed,12,8/8,82,96,24,70,13,0.9
30-4-1982,1982,4,30,Beatrix,243,ZW,W,3.6,3.6,6.7,13,1,1,10.8,13,6.4,1.1,2,9.5,24,1.5,10,628,7.9,4.1,1.1,1016.7,1019.6,1012.8,10,1000-1100 m,matig,18,80,30-35 km,uitstekend,1,7/8,80,97,17,58,8,0.8
31-8-1982,1982,8,31,Beatrix,292,W,W,2.1,2.6,4.6,11,1.5,5,9.3,13,14.5,10.3,24,17.7,11,1.5,11,908,0.6,1.7,1.4,1014.8,1020.5,1010.2,15,1500-1600 m,matig,5,75,25-26 km,goed,14,6/8,84,97,5,70,14,1.5
27-4-1983,1983,4,27,Beatrix,254,W,W,3.1,3.6,6.7,12,1.5,23,13.9,12,8.9,5.2,23,10.9,1,0,0,579,8.4,25.7,7.9,1006.3,1010.4,1002.6,7,700-800 m,slecht,5,65,15-16 km,goed,14,7/8,91,99,6,82,15,0.8
30-4-1983,1983,4,30,Beatrix,74,O,O,1,2.1,4.1,19,0.5,1,8.2,24,11.7,3.7,5,18.1,14,10.3,70,2172,0,0.05,0.05,1009.8,1014.5,1002.1,9,900-1000 m,slecht,5,75,25-26 km,goed,1,4/8,72,100,5,46,14,3.3
31-8-1983,1983,8,31,Beatrix,104,O,O,1,1.5,2.6,13,0.5,19,6.2,14,19.7,10.9,6,28.1,15,11.5,84,1696,0,0,0,1013.8,1018.1,1008.3,30,3000-3100 m,matig,5,65,15-16 km,goed,1,0/8,63,97,3,33,15,3.1
27-4-1984,1984,4,27,Beatrix,54,NO,O,3.6,4.1,6.2,18,2.6,1,10.8,19,10.2,4.4,5,16.2,15,13.4,92,2442,0,0,0,1026.2,1027.6,1025,65,15-16 km,goed,3,80,30-35 km,uitstekend,6,1/8,47,84,1,20,11,3.6
30-4-1984,1984,4,30,Beatrix,78,O,O,3.6,4.1,6.7,15,1,4,12.9,14,11.4,3.9,5,17.5,16,10.3,70,1825,0,0.05,0.05,1013.5,1019.4,1008.2,59,9-10 km,redelijk,11,75,25-26 km,goed,1,3/8,57,84,24,39,18,2.8
31-8-1984,1984,8,31,Beatrix,238,ZW,W,4.1,4.6,5.1,9,3.1,5,11.3,11,18.5,15.9,5,21.7,14,0.3,2,577,0.2,0.3,0.2,1015.3,1015.8,1014.7,33,3300-3400 m,matig,15,67,17-18 km,goed,12,6/8,86,96,4,71,14,1
27-4-1985,1985,4,27,Beatrix,282,W,W,4.6,5.7,7.7,2,3.6,17,20.6,24,4.8,1.7,24,7.4,14,1.4,10,770,6.9,5.4,1.2,1003.8,1008.4,1002.4,38,3800-3900 m,matig,5,75,25-26 km,goed,18,7/8,82,97,4,64,13,1
30-4-1985,1985,4,30,Beatrix,218,ZW,Z,1.5,2.1,3.1,15,0.5,1,6.2,19,6.8,1.9,1,10.1,17,0,0,694,0,0.05,0.05,1013.2,1014.1,1011.4,22,2200-2300 m,matig,19,75,25-26 km,goed,1,7/8,87,97,24,77,11,0.9
31-8-1985,1985,8,31,Beatrix,228,ZW,W,2.6,2.6,4.1,15,1,19,7.7,23,17.7,15.6,1,20.7,16,0.7,5,720,3.1,3.6,1.5,1014.8,1017.9,1011.5,23,2300-2400 m,matig,6,70,20-21 km,goed,23,7/8,88,97,21,75,14,1.3
27-4-1986,1986,4,27,Beatrix,172,Z,Z,1.5,2.6,5.1,13,0.5,20,7.7,15,10.7,7.1,23,14.5,12,2.7,18,1074,3.6,10.8,5.2,1007.3,1010.7,1005.7,9,900-1000 m,slecht,5,75,25-26 km,goed,15,6/8,87,100,22,65,12,1.6
30-4-1986,1986,4,30,Beatrix,326,NW,N,1.5,1.5,3.1,14,0.5,21,6.7,14,9.5,4.1,6,15.9,15,8.9,60,2089,0,0,0,1027.9,1029,1024.8,1,100-200 m,slecht,5,70,20-21 km,goed,14,6/8,75,100,3,42,15,3
31-8-1986,1986,8,31,Beatrix,301,NW,W,2.6,2.6,6.2,12,1.5,1,9.8,12,12.3,9.3,22,16.2,15,2.4,17,1059,1,0.1,0.1,1023.5,1024.4,1021.7,58,8-9 km,redelijk,7,80,30-35 km,uitstekend,19,6/8,81,94,1,64,14,1.6
27-4-1987,1987,4,27,Beatrix,77,O,O,2.6,2.6,4.1,12,1,1,9.3,11,13,5.9,3,19.5,15,12.4,85,2321,0,0,0,1027.1,1028.7,1023.7,2,200-300 m,slecht,5,80,30-35 km,uitstekend,14,2/8,56,100,5,29,16,3.7
30-4-1987,1987,4,30,Beatrix,232,ZW,W,2.6,3.1,5.7,13,0.5,1,11.8,12,15.6,11.4,3,21.4,11,5.7,38,1474,0.4,0.2,0.2,1017.1,1017.6,1016.2,50,5-6 km,redelijk,1,75,25-26 km,goed,12,6/8,75,89,2,53,12,2.5
31-8-1987,1987,8,31,Beatrix,67,NO,O,2.1,2.1,3.6,9,0.5,5,7.2,9,14.5,11.1,4,18.3,16,6.3,46,1523,0,0,0,1020.9,1022.9,1017.5,60,10-11 km,redelijk,24,80,30-35 km,uitstekend,16,4/8,76,91,5,61,16,2.5
27-4-1988,1988,4,27,Beatrix,72,O,O,3.6,4.1,5.1,11,2.6,6,10.3,12,9.5,3.7,4,15.3,16,11,75,2266,0,0,0,1019.1,1020.4,1017.7,60,10-11 km,redelijk,20,70,20-21 km,goed,2,3/8,50,71,24,33,13,3.3
30-4-1988,1988,4,30,Beatrix,146,ZO,Z,1.5,2.1,4.1,12,0.5,21,7.2,13,13.5,5.4,5,20.7,13,6.3,43,1861,0,0,0,1009.7,1011.6,1008,36,3600-3700 m,matig,1,60,10-11 km,redelijk,11,5/8,59,89,24,34,13,3
31-8-1988,1988,8,31,Beatrix,190,Z,Z,2.1,2.6,4.1,13,1,3,12.3,17,15.4,11.3,23,21.9,15,4.9,36,1261,0.4,0.9,0.8,1012.3,1014.2,1010.7,56,6-7 km,redelijk,5,80,30-35 km,uitstekend,15,5/8,77,94,24,50,13,2.1
27-4-1989,1989,4,27,Beatrix,109,O,O,1.5,2.6,4.1,21,0.5,1,8.2,11,5.7,-2.2,5,11.3,15,10.8,74,2498,0,0,0,1011.9,1015,1010.7,60,10-11 km,redelijk,6,80,30-35 km,uitstekend,11,2/8,66,100,1,32,16,3.2
30-4-1989,1989,4,30,Beatrix,214,ZW,Z,1,1.5,3.1,11,0,6,7.2,13,8.7,0.1,5,15.7,17,8.5,57,1869,0,0,0,1024.6,1025.1,1024,25,2500-2600 m,matig,5,60,10-11 km,redelijk,18,2/8,69,100,1,36,16,2.6
31-8-1989,1989,8,31,Beatrix,317,NW,N,0.5,1.5,2.6,1,1,5,6.2,16,16.4,14.1,24,20.1,9,0.8,6,466,4.6,4.6,1,1016.4,1018.8,1014,30,3000-3100 m,matig,15,75,25-26 km,goed,23,8/8,90,96,16,77,8,0.8
27-4-1990,1990,4,27,Beatrix,317,NW,N,3.1,3.6,5.7,15,1.5,22,12.3,12,8.7,5.1,22,12.4,10,6.7,46,1477,2.5,2.4,1,1022.1,1028.1,1014.5,20,2000-2100 m,matig,1,82,40-45 km,uitstekend,13,6/8,69,94,1,52,13,2.1
30-4-1990,1990,4,30,Beatrix,37,NO,N,2.1,2.1,4.6,17,0.5,4,9.3,14,15.1,5.8,5,21.7,15,12.7,86,2407,0,0,0,1030.3,1031.9,1029.1,3,300-400 m,slecht,5,82,40-45 km,uitstekend,17,1/8,75,100,3,48,15,4
31-8-1990,1990,8,31,Beatrix,175,Z,Z,1,1.5,2.6,13,0,4,7.2,14,13.8,10.2,1,17.8,12,0,0,460,7.2,6.6,1.7,1016.3,1017.1,1015.8,15,1500-1600 m,matig,18,70,20-21 km,goed,1,7/8,90,97,1,72,9,0.7
27-4-1991,1991,4,27,Beatrix,21,N,N,2.1,2.6,4.1,9,1.5,2,7.2,14,8.1,3,6,13.8,14,10.7,73,2035,0,0,0,1015.3,1016.6,1014.3,12,1200-1300 m,matig,5,59,9-10 km,redelijk,13,2/8,72,95,5,48,16,2.8
30-4-1991,1991,4,30,Beatrix,62,NO,O,4.1,4.6,7.2,20,2.6,1,14.4,14,8.1,5.4,3,11.6,17,0,0,631,0,0.05,0.05,1011.3,1016.5,1008.8,50,5-6 km,redelijk,8,62,12-13 km,redelijk,1,8/8,70,83,24,48,16,0.9
31-8-1991,1991,8,31,Beatrix,78,O,O,2.6,3.1,4.6,15,1,1,10.3,16,19.4,11.3,5,26.6,15,12.5,91,2020,0,0,0,1023.3,1025.2,1020.9,50,5-6 km,redelijk,5,75,25-26 km,goed,14,0/8,59,91,3,35,16,3.6
27-4-1992,1992,4,27,Beatrix,237,ZW,W,6.2,6.2,8.7,13,4.1,24,17.5,13,11.1,8.5,5,14.4,13,7.1,49,1657,0,0,0,1012.5,1013.2,1010.6,62,12-13 km,redelijk,6,81,35-40 km,uitstekend,15,4/8,75,93,3,58,14,2.5
30-4-1992,1992,4,30,Beatrix,196,Z,Z,4.1,4.1,6.2,14,1.5,1,12.3,23,9.7,4.5,4,13.5,13,2.7,18,1340,2.6,1.9,0.9,1018.6,1021.7,1011.6,20,2000-2100 m,matig,5,75,25-26 km,goed,13,7/8,78,97,4,58,13,1.9
31-8-1992,1992,8,31,Beatrix,204,ZW,Z,2.6,3.1,4.6,9,0.5,20,9.8,9,13.5,10.8,6,18.8,13,5.5,40,1390,6,6.5,2,1000.4,1002.7,998.9,40,4000-4100 m,matig,22,80,30-35 km,uitstekend,2,6/8,83,98,20,54,13,2.2
27-4-1993,1993,4,27,Beatrix,39,NO,N,5.7,5.7,8.7,12,2.6,1,14.4,12,16.3,10.5,2,23.6,14,13.7,94,2318,0,0,0,1017.8,1019.2,1016.8,27,2700-2800 m,matig,4,82,40-45 km,uitstekend,16,2/8,62,90,2,31,14,3.9
30-4-1993,1993,4,30,Beatrix,101,O,O,3.1,3.6,6.7,14,2.1,11,10.3,14,20.3,13.9,5,26.9,13,11,74,2144,0,0,0,1010.2,1011.9,1008.3,60,10-11 km,redelijk,4,75,25-26 km,goed,17,1/8,48,69,4,26,15,3.9
31-8-1993,1993,8,31,Beatrix,337,NW,N,3.1,3.1,4.6,10,1.5,21,10.3,15,14.3,11.4,24,18,12,4,29,1105,0,0.05,0.05,1026.1,1028.8,1022.9,70,20-21 km,goed,23,80,30-35 km,uitstekend,5,5/8,79,98,24,61,11,1.8
27-4-1994,1994,4,27,Beatrix,215,ZW,Z,3.1,3.6,5.7,13,2.6,3,9.3,13,13.2,10.2,5,14.8,16,0.1,1,463,1.7,0.8,0.6,1025.4,1028.6,1022.2,13,1300-1400 m,matig,8,60,10-11 km,redelijk,16,8/8,94,99,3,88,15,0.7
30-4-1994,1994,4,30,Beatrix,328,NW,N,2.1,3.6,5.7,17,1.5,6,10.3,18,13,6.6,22,19.1,10,7.1,48,1861,0,0,0,1023.1,1026.2,1021.3,56,6-7 km,redelijk,7,81,35-40 km,uitstekend,15,4/8,79,98,1,60,15,2.9
31-8-1994,1994,8,31,Beatrix,80,O,O,3.1,3.1,5.1,20,0.5,3,8.2,20,17,10.5,5,21.8,14,6,44,1427,2.9,1.5,0.5,1012.5,1015.4,1007.9,40,4000-4100 m,matig,1,70,20-21 km,goed,13,7/8,77,100,1,48,14,2.5
27-4-1995,1995,4,27,Beatrix,356,N,N,4.1,4.1,5.7,15,2.1,24,10.3,3,8.6,6.6,24,10.9,14,0.8,5,682,0,0,0,1008.3,1012.6,1004.6,35,3500-3600 m,matig,5,80,30-35 km,uitstekend,15,8/8,79,95,5,62,15,1
30-4-1995,1995,4,30,Beatrix,356,N,N,2.1,2.1,3.6,14,1.5,10,5.7,13,9.7,5.7,24,14.1,18,2,14,797,1,0.1,0.1,1021.8,1025.7,1017.2,56,6-7 km,redelijk,4,62,12-13 km,redelijk,13,6/8,81,97,24,61,15,1.2
31-8-1995,1995,8,31,Beatrix,358,N,N,3.1,3.1,4.6,11,0.5,2,10.8,12,14.6,11,22,18.7,13,5.9,43,1404,0.7,0.2,0.2,1021.8,1023.1,1020.4,60,10-11 km,redelijk,5,82,40-45 km,uitstekend,12,5/8,77,100,6,50,12,2.3
27-4-1996,1996,4,27,Beatrix,13,N,N,1,1.5,4.1,17,0.5,2,7.7,17,13.2,3.7,5,20.5,13,9.6,66,1795,0,0,0,1016.5,1020.2,1013.4,2,200-300 m,slecht,5,70,20-21 km,goed,14,3/8,75,100,1,47,13,2.8
30-4-1996,1996,4,30,Beatrix,152,ZO,Z,0.5,2.1,3.6,12,0.5,1,7.7,14,8.8,-0.3,5,14.7,15,6.5,44,1792,0,0,0,1004.2,1006.6,1002.5,64,14-15 km,redelijk,22,80,30-35 km,uitstekend,1,5/8,68,100,6,43,14,2.5
31-8-1996,1996,8,31,Beatrix,311,NW,W,2.9,2.9,5,12,1,20,10,10,13.3,8.6,24,17.3,11,6,44,1080,1.3,1,0.5,1024.1,1026.9,1019.8,60,10-11 km,redelijk,2,80,30-35 km,uitstekend,11,5/8,84,99,22,64,11,1.7
27-4-1997,1997,4,27,Beatrix,29,NO,N,0.4,2.3,3,1,1,11,8,24,11.9,9.6,24,15.9,15,2,14,837,2.5,1.6,0.9,1007.7,1011.2,1004.7,11,1100-1200 m,matig,6,57,7-8 km,redelijk,16,7/8,90,99,5,74,15,1.3
30-4-1997,1997,4,30,Beatrix,311,NW,W,2.4,2.6,4,1,0,24,8,1,9.6,4.5,24,14.4,15,3.9,26,1560,0,0.05,0.05,1025.2,1029.7,1018.3,5,500-600 m,slecht,24,62,12-13 km,redelijk,13,5/8,89,99,5,75,14,2.3
