Datum,Jaar,Maand,Dag,Staatshoofd,WindrVec,WindrCat9,WindrCat5,Windsnelh,WindsnelhGem,WindsnelhMax,WindsnelhMaxUur,WindsnelhMin,WindsnelhMinUur,Windstoot,WindstootUur,TempGem,TempMin,TempMinUur,TempMax,TempMaxUur,Zonneschijn,ZonneschijnPerc,Straling,NeerslagDuur,RegenHoeveelh,RegenHoeveelhMax,LuchtdrukGem,LuchtdrukMax,LuchtdrukMin,ZichtMin,ZichtMinCat85,ZichtMinCat5,ZichtMinUur,ZichtMax,ZichtMaxCat85,ZichtMaxCat5,ZichtMaxUur,BewolkingGem,VochtighGem,VochtighMax,VochtighMaxUur,VochtighMin,VochtighMinUur,Verdamping
31-8-1997,1997,8,31,Beatrix,147,ZO,Z,2.5,3.3,5,14,1,7,8,14,19.5,15.7,5,23.4,17,5.2,38,1455,0,0.05,0.05,1015.4,1017.9,1012.6,67,17-18 km,goed,14,78,28-29 km,goed,22,6/8,80,94,5,68,15,2.6
27-4-1998,1998,4,27,Beatrix,31,NO,N,1.2,1.9,5,13,1,3,7,12,10.1,7.2,3,14.8,13,0.7,5,858,5.1,6.1,1.6,1003.5,1004.8,1002,35,3500-3600 m,matig,5,72,22-23 km,goed,14,8/8,89,100,5,55,13,1.3
30-4-1998,1998,4,30,Beatrix,5,N,N,2.2,2.4,4,24,1,10,8,24,12.2,9.8,2,15.4,16,0.2,1,620,0,0.05,0.05,1009.3,1012.2,1007.6,30,3000-3100 m,matig,6,64,14-15 km,redelijk,17,7/8,89,99,7,77,17,1
31-8-1998,1998,8,31,Beatrix,95,O,O,2.2,2.3,4,17,1,2,6,12,13.2,7.1,5,18.4,16,3.5,26,1088,0,0,0,1018.5,1019.6,1017.4,2,200-300 m,slecht,6,70,20-21 km,goed,22,4/8,88,100,1,64,16,1.7
27-4-1999,1999,4,27,Beatrix,36,NO,N,5.8,5.9,8,11,4,1,13,14,13.5,9.3,5,18.6,15,12.8,87,2147,0,0,0,1022,1024.7,1019.1,50,5-6 km,redelijk,4,75,25-26 km,goed,14,2/8,74,95,4,55,15,3.4
30-4-1999,1999,4,30,Beatrix,19,N,N,2.5,2.6,4,14,1,8,7,13,11.5,3.4,5,19.1,15,13.8,93,2541,0,0,0,1016.3,1017.2,1015.7,56,6-7 km,redelijk,4,80,30-35 km,uitstekend,11,1/8,66,99,5,21,15,3.9
31-8-1999,1999,8,31,Beatrix,265,W,W,1.9,2,4,11,1,1,8,12,16.5,10.6,2,21.3,13,2.5,18,986,0,0.05,0.05,1018.9,1021,1017.8,32,3200-3300 m,matig,8,70,20-21 km,goed,1,7/8,85,98,2,64,11,1.7
27-4-2000,2000,4,27,Beatrix,39,NO,N,2.1,2.8,5,14,1,5,9,19,15.2,10.8,5,19.5,14,2.1,14,1219,0.8,0.4,0.3,1010,1013.5,1005.5,20,2000-2100 m,matig,5,75,25-26 km,goed,9,7/8,81,98,6,63,12,2
30-4-2000,2000,4,30,Beatrix,14,N,N,2,1.9,3,12,1,1,5,12,12.5,10.9,1,14.9,15,0,0,533,0.7,0.2,0.2,1021.8,1022.7,1020.5,22,2200-2300 m,matig,9,64,14-15 km,redelijk,18,8/8,89,94,5,83,13,0.8
31-8-2000,2000,8,31,Beatrix,96,O,O,1.5,1.7,3,9,1,1,5,9,14.4,7.7,6,20.2,15,8.7,63,1631,0,0,0,1012.1,1016,1007.9,30,3000-3100 m,matig,6,80,30-35 km,uitstekend,13,4/8,83,99,2,57,15,2.7
27-4-2001,2001,4,27,Beatrix,210,ZW,Z,3.1,3.2,5,3,2,22,8,1,10.6,8,6,13.9,17,1.5,10,1153,2.1,1.1,0.4,1013,1014.5,1009.8,56,6-7 km,redelijk,5,80,30-35 km,uitstekend,1,7/8,81,96,23,62,13,1.7
30-4-2001,2001,4,30,Beatrix,29,NO,N,0.9,2.9,5,17,1,13,9,19,12.7,8.9,5,17.8,16,4.3,29,1451,2.5,8.5,5.6,1011.1,1014.6,1007.4,35,3500-3600 m,matig,19,80,30-35 km,uitstekend,14,7/8,81,99,6,51,12,2.3
31-8-2001,2001,8,31,Beatrix,228,ZW,W,1.3,1.8,3,7,1,4,6,9,15.9,13.6,24,19.6,12,1.7,12,884,2,8.4,5.1,1009,1012.5,1007.6,25,2500-2600 m,matig,19,75,25-26 km,goed,23,7/8,91,98,21,74,11,1.5
27-4-2002,2002,4,27,Beatrix,257,W,W,4.6,5.1,7,8,2,20,15,8,9.2,7,6,11.8,12,6.3,43,1373,0.2,0.1,0.1,1007.3,1009.1,1003.4,65,15-16 km,goed,21,81,35-40 km,uitstekend,17,6/8,74,88,21,59,15,2
30-4-2002,2002,4,30,Beatrix,199,Z,Z,5.3,5.6,8,14,4,3,16,14,10.8,7.4,4,13.6,20,0.4,3,591,3.9,6.6,2.6,1004.1,1007.6,999,58,8-9 km,redelijk,22,72,22-23 km,goed,13,8/8,81,92,6,71,15,0.9
31-8-2002,2002,8,31,Beatrix,301,NW,W,2,3.1,5,15,1,24,9,7,16.9,11.9,24,20.2,12,1.9,14,976,0.6,0.8,0.7,1021.6,1027.6,1016.4,26,2600-2700 m,matig,7,80,30-35 km,uitstekend,12,7/8,83,95,1,67,17,1.7
27-4-2003,2003,4,27,Beatrix,235,ZW,W,5.6,5.7,9,15,3,21,16,14,12.2,9.3,1,16.5,15,6.7,46,1429,0.9,0.8,0.6,1007.2,1008.1,1005.9,57,7-8 km,redelijk,4,79,29-30 km,goed,17,6/8,82,96,1,61,15,2.2
30-4-2003,2003,4,30,Beatrix,216,ZW,Z,2.3,3.3,6,21,2,1,11,21,11.9,7.7,1,15.2,10,1,7,654,1.4,4.2,3.9,1007.7,1010.9,1004.9,43,4300-4400 m,matig,1,80,30-35 km,uitstekend,16,6/8,87,99,1,78,18,1
31-8-2003,2003,8,31,Beatrix,290,W,W,2.2,2.5,5,14,1,5,10,14,13.1,8.7,23,18.1,11,4.9,36,1150,1.4,1.7,1,1017.9,1019.4,1015.5,62,12-13 km,redelijk,8,82,40-45 km,uitstekend,13,5/8,82,97,4,59,15,1.8
27-4-2004,2004,4,27,Beatrix,93,O,O,3.1,3.4,5,22,2,3,8,22,16.3,8.6,6,21.3,12,6.8,46,1909,0,0,0,1012.2,1015.8,1009.5,56,6-7 km,redelijk,5,80,30-35 km,uitstekend,10,5/8,59,87,5,41,12,3.2
30-4-2004,2004,4,30,Beatrix,71,O,O,2.7,3.9,6,10,2,23,10,11,17.3,11.9,6,24.3,16,9,61,2027,0,0.05,0.05,1000.4,1003.3,998.7,50,5-6 km,redelijk,1,75,25-26 km,goed,22,5/8,69,85,1,52,15,3.5
31-8-2004,2004,8,31,Beatrix,282,W,W,3.1,3.3,5,12,1,22,11,13,14,9.6,21,18.1,12,4.6,34,1237,5.2,8.4,2.6,1015.7,1018.3,1012.2,32,3200-3300 m,matig,19,75,25-26 km,goed,14,6/8,85,98,24,64,14,2
27-4-2005,2005,4,27,Beatrix,248,W,W,3.6,4,6,11,2,1,12,13,11.4,8.1,23,15.5,15,9.3,64,1880,3.5,2.9,1.3,1015.2,1019.5,1010.4,32,3200-3300 m,matig,5,80,30-35 km,uitstekend,12,5/8,77,97,4,54,15,2.9
30-4-2005,2005,4,30,Beatrix,171,Z,Z,1.3,1.6,2,6,1,1,4,7,15.1,10.6,1,19.4,14,1,7,881,0,0,0,1015.8,1019.6,1012.5,3,300-400 m,slecht,22,65,15-16 km,goed,14,6/8,87,98,24,73,14,1.5
31-8-2005,2005,8,31,Beatrix,126,ZO,O,3.1,3.3,5,11,2,1,9,11,22.5,13.7,5,28.9,14,11.7,85,1955,0,0,0,1015.4,1020.9,1011.3,50,5-6 km,redelijk,4,80,30-35 km,uitstekend,17,0/8,69,95,5,52,13,3.7
27-4-2006,2006,4,27,Beatrix,351,N,N,2.8,3,4,11,1,2,8,12,11.3,6.5,2,16.4,13,9.2,63,1979,0,0,0,1022.8,1024.3,1021.2,2,200-300 m,slecht,2,80,30-35 km,uitstekend,10,4/8,76,100,1,57,10,3
30-4-2006,2006,4,30,Beatrix,209,ZW,Z,0.5,1.6,3,11,1,1,7,16,6.6,2.9,22,11.5,15,7.8,53,1606,1.1,1.5,0.8,1011.3,1013.3,1009.9,56,6-7 km,redelijk,24,82,40-45 km,uitstekend,17,6/8,74,94,22,45,17,2.1
31-8-2006,2006,8,31,Beatrix,209,ZW,Z,3.1,3.3,5,12,1,1,9,12,15.1,8.4,1,19.4,15,0.6,4,465,0.4,0.1,0.1,1020.7,1021.9,1018.5,12,1200-1300 m,matig,3,70,20-21 km,goed,23,7/8,94,100,1,87,15,0.8
27-4-2007,2007,4,27,Beatrix,39,NO,N,3.1,3.3,5,16,1,1,11,18,19.1,11.2,3,27.3,15,13.3,91,2269,0,0,0,1020.9,1022.4,1019.9,5,500-600 m,slecht,2,79,29-30 km,goed,17,0/8,61,100,1,25,14,4.1
30-4-2007,2007,4,30,Beatrix,74,O,O,5.4,5.5,8,10,3,22,14,14,14,6.9,5,20.2,15,13.6,92,2575,0,0,0,1017.1,1018.1,1015.5,80,30-35 km,uitstekend,11,84,50-55 km,uitstekend,3,0/8,42,68,24,20,14,4.2
31-8-2007,2007,8,31,Beatrix,264,W,W,2.7,2.8,5,11,1,5,10,12,16.5,14.8,24,18.5,10,1,7,559,1.4,2.4,1.6,1017.7,1019,1017.1,14,1400-1500 m,matig,24,75,25-26 km,goed,9,8/8,87,99,24,72,12,1
27-4-2008,2008,4,27,Beatrix,149,ZO,Z,3.8,3.8,5,11,3,1,9,12,16.9,10.8,5,22.1,16,7.3,50,1736,0,0,0,1016.3,1022.8,1008.5,64,14-15 km,redelijk,4,83,45-50 km,uitstekend,23,7/8,56,78,5,42,14,3
30-4-2008,2008,4,30,Beatrix,168,Z,Z,5.2,5.8,9,14,3,24,14,13,12.5,7.7,24,15.9,10,3.5,24,1206,0,0.05,0.05,998.1,1003.6,995.5,70,20-21 km,goed,1,83,45-50 km,uitstekend,15,6/8,70,87,24,57,10,1.9
31-8-2008,2008,8,31,Beatrix,156,ZO,Z,2.2,2.9,5,13,1,20,7,13,20.7,13.4,5,27.5,15,10.5,77,1861,0,0.05,0.05,1011.8,1014.5,1009.9,56,6-7 km,redelijk,20,78,28-29 km,goed,11,1/8,78,94,20,60,14,3.4
27-4-2009,2009,4,27,Beatrix,187,Z,Z,3.2,4,7,11,1,1,13,11,11.7,8.3,24,16.4,15,6.1,42,1475,4.4,4.4,1.6,1001.2,1002.6,1000.2,34,3400-3500 m,matig,2,83,45-50 km,uitstekend,13,6/8,76,96,3,53,16,2.3
30-4-2009,2009,4,30,Beatrix,54,NO,O,1.2,2.1,5,18,1,1,7,16,12.4,2.8,4,19.4,13,10.2,69,2097,0,0,0,1018.7,1021.8,1016.2,3,300-400 m,slecht,2,80,30-35 km,uitstekend,18,2/8,69,99,3,39,13,3.3
31-8-2009,2009,8,31,Beatrix,170,Z,Z,2.8,3.1,4,10,2,1,7,13,18.8,12,5,25.6,16,6.9,50,1642,0,0,0,1014.1,1017.7,1008,58,8-9 km,redelijk,19,83,45-50 km,uitstekend,18,3/8,68,88,1,43,16,2.9
27-4-2010,2010,4,27,Beatrix,308,NW,W,1.4,1.6,3,12,0,6,7,13,12.4,5,5,18.9,15,9.4,64,1768,0,0,0,1027.5,1028.3,1026.5,1,100-200 m,slecht,3,82,40-45 km,uitstekend,14,4/8,71,99,2,40,16,2.8
30-4-2010,2010,4,30,Beatrix,239,ZW,W,4,4.3,6,7,3,1,12,1,11.7,9.8,24,14.6,15,4.1,28,1001,3.7,6.6,4.1,1008.8,1010.7,1004.6,17,1700-1800 m,matig,8,80,30-35 km,uitstekend,15,4/8,80,95,2,58,16,1.5
31-8-2010,2010,8,31,Beatrix,337,NW,N,2.1,2.2,4,12,1,3,7,12,12.8,6.7,5,18.7,12,9.1,66,1553,0,0,0,1023.8,1024.7,1022.9,3,300-400 m,slecht,4,82,40-45 km,uitstekend,17,3/8,81,99,5,57,11,2.4
27-4-2011,2011,4,27,Beatrix,2,N,N,4.6,4.6,6,7,3,1,10,7,12.4,9.4,2,15.7,13,5.5,38,1581,0,0.05,0.05,1020.1,1021.9,1017.4,59,9-10 km,redelijk,24,65,15-16 km,goed,1,6/8,76,90,24,66,13,2.5
30-4-2011,2011,4,30,Beatrix,69,O,O,6.3,6.3,8,13,5,3,13,14,15.5,9.8,6,21.4,15,12.1,82,2274,0,0,0,1011.2,1012.2,1009.1,69,19-20 km,goed,13,83,45-50 km,uitstekend,24,1/8,46,57,1,36,18,3.8
31-8-2011,2011,8,31,Beatrix,294,NW,W,1.3,1.9,3,10,1,4,6,14,14.1,8.6,1,17.9,12,3.2,23,997,0.1,0.1,0.1,1015.1,1016.3,1014.2,57,7-8 km,redelijk,5,80,30-35 km,uitstekend,14,6/8,84,98,1,65,14,1.6
27-4-2012,2012,4,27,Beatrix,208,ZW,Z,3.6,4.3,8,9,1,19,13,9,12.3,9.8,2,16,13,6.2,42,1419,0,0.05,0.05,1014.1,1017.2,1009.2,65,15-16 km,goed,21,80,30-35 km,uitstekend,11,7/8,76,92,22,57,13,2.2
30-4-2012,2012,4,30,Beatrix,70,O,O,2.8,3.5,7,20,1,1,12,18,15.8,5,5,22.4,14,8.7,59,2097,0,0,0,1015.8,1017.4,1013.6,5,500-600 m,slecht,2,82,40-45 km,uitstekend,17,4/8,66,99,2,38,14,3.5
31-8-2012,2012,8,31,Beatrix,340,N,N,3.8,4.2,7,10,1,21,14,9,13.5,9.1,24,17.1,14,3.4,25,910,5.7,10.2,3.9,1021.9,1026.6,1015.2,50,5-6 km,redelijk,8,81,35-40 km,uitstekend,16,7/8,82,97,2,58,12,1.5
27-4-2013,2013,4,27,Beatrix,359,N,N,3.5,3.5,6,15,1,24,10,14,6.6,1.1,24,11,14,8.9,61,1906,0,0,0,1013.4,1016.8,1010.7,59,9-10 km,redelijk,24,81,35-40 km,uitstekend,13,5/8,70,95,24,45,14,2.5
30-4-2013,2013,4,30,Beatrix,18,N,N,2.9,3.4,6,16,1,1,10,17,8.5,2.4,5,13.2,13,7.1,48,1905,0,0,0,1023.9,1026.3,1021.2,59,9-10 km,redelijk,4,80,30-35 km,uitstekend,15,4/8,70,97,5,39,15,2.7
31-8-2013,2013,8,31,Willem-Alexander,311,NW,W,2.3,3.1,5,12,2,3,9,11,16.7,8.7,24,21.1,12,5.9,43,1411,0,0.05,0.05,1022.1,1026.5,1018.2,59,9-10 km,redelijk,5,79,29-30 km,goed,16,5/8,76,96,5,55,13,2.4
27-4-2014,2014,4,27,Willem-Alexander,108,O,O,1.4,1.9,3,17,0,1,6,18,11.6,8.6,24,15.3,16,1.7,12,942,6.8,3,1,1007.6,1009.5,1006.8,56,6-7 km,redelijk,4,75,25-26 km,goed,14,6/8,89,98,23,70,16,1.4
30-4-2014,2014,4,30,Willem-Alexander,299,NW,W,2,2.2,3,14,1,3,7,15,13.1,10.6,24,17.9,14,1.9,13,1273,0,0,0,1011.8,1012.5,1011,13,1300-1400 m,matig,5,58,8-9 km,redelijk,13,8/8,87,97,4,70,13,2
31-8-2014,2014,8,31,Willem-Alexander,287,W,W,2.1,2.6,5,13,1,4,10,13,15.1,10.4,24,19,14,5.8,42,1372,1.2,1.4,1,1015.4,1019.1,1013.5,17,1700-1800 m,matig,24,80,30-35 km,uitstekend,13,5/8,86,98,4,65,13,2.3
27-4-2015,2015,4,27,Willem-Alexander,12,N,N,3.7,3.8,5,8,1,23,10,8,8,-0.3,24,12.6,15,11.6,79,2146,0,0,0,1009.6,1012.4,1006.5,65,15-16 km,goed,23,83,45-50 km,uitstekend,18,3/8,64,97,24,41,16,3
30-4-2015,2015,4,30,Willem-Alexander,238,ZW,W,3.6,4.1,7,12,2,1,13,12,9.8,5.8,24,14.2,14,9.8,66,1997,0,0,0,1011.3,1012.7,1010.1,61,11-12 km,redelijk,5,83,45-50 km,uitstekend,10,4/8,69,92,2,38,15,2.9
31-8-2015,2015,8,31,Willem-Alexander,199,Z,Z,0.5,2.9,4,9,1,6,8,11,20.9,17.5,24,26.5,13,4.5,33,1240,3.1,7.3,4.6,1010,1014.7,1008,44,4400-4500 m,matig,16,75,25-26 km,goed,10,7/8,88,97,1,73,13,2.3
27-4-2016,2016,4,27,Willem-Alexander,291,W,W,3.4,3.6,6,14,2,20,12,9,6,3.2,24,10.7,14,6.9,47,1601,2.7,2.8,1.5,1006.2,1012.2,1000,61,11-12 km,redelijk,17,82,40-45 km,uitstekend,12,8/8,79,92,2,58,13,2.1
30-4-2016,2016,4,30,Willem-Alexander,334,NW,N,2.2,3,5,16,1,5,8,14,7.7,2.8,24,11.2,11,5.8,39,1663,0,0,0,1020.2,1025.6,1014.7,60,10-11 km,redelijk,5,82,40-45 km,uitstekend,11,7/8,73,97,6,53,10,2.3
31-8-2016,2016,8,31,Willem-Alexander,230,ZW,W,1,1.9,4,15,1,1,8,16,17.4,8.6,4,25.4,15,11.2,82,1981,0,0,0,1020.4,1022.3,1019.2,5,500-600 m,slecht,4,81,35-40 km,uitstekend,17,4/8,76,100,4,44,15,3.4
27-4-2017,2017,4,27,Willem-Alexander,278,W,W,2.4,2.8,5,13,1,1,10,12,6.1,-2,5,10.9,12,10.2,70,1905,0.2,0.2,0.1,1016.1,1017.2,1014.1,5,500-600 m,slecht,3,83,45-50 km,uitstekend,17,6/8,71,99,3,49,13,2.5
30-4-2017,2017,4,30,Willem-Alexander,117,ZO,O,5.8,6.1,9,12,3,1,16,12,12.3,3.3,5,18.4,16,11.3,76,2347,0,0,0,1009,1015.6,1004.2,75,25-26 km,goed,1,83,45-50 km,uitstekend,19,6/8,50,77,1,32,15,3.6
31-8-2017,2017,8,31,Willem-Alexander,291,W,W,1.9,2,4,16,0,20,8,4,14.4,9.5,23,19.7,15,6,44,1336,3.3,2,0.8,1016.7,1020.7,1010.5,29,2900-3000 m,matig,3,82,40-45 km,uitstekend,17,5/8,83,97,3,52,15,2.2
27-4-2018,2018,4,27,Willem-Alexander,113,ZO,O,1.7,2.9,4,17,1,2,8,14,10.3,4,4,15.1,15,3.1,21,1229,0.2,0.1,0.1,1010.4,1014.9,1006.4,65,15-16 km,goed,2,83,45-50 km,uitstekend,17,8/8,68,93,2,46,14,1.8
30-4-2018,2018,4,30,Willem-Alexander,211,ZW,Z,2.5,4.2,7,16,1,7,17,16,9.5,5.8,21,13.2,14,0.9,6,551,13.1,27.2,6.2,997.7,999.3,996.8,40,4000-4100 m,matig,1,80,30-35 km,uitstekend,16,8/8,88,98,3,66,16,0.8
31-8-2018,2018,8,31,Willem-Alexander,14,N,N,0.9,1,2,10,0,3,5,11,12.4,6.9,3,18,16,2.1,15,943,0,0,0,1024,1025.3,1023,6,600-700 m,slecht,1,83,45-50 km,uitstekend,13,6/8,80,98,1,48,16,1.5
27-4-2019,2019,4,27,Willem-Alexander,219,ZW,Z,3.8,4.1,6,10,2,24,17,12,9.8,6.7,24,13.6,12,1.6,11,938,4.8,8.9,4.4,1011,1014.1,1009.1,56,6-7 km,redelijk,6,82,40-45 km,uitstekend,14,8/8,77,92,6,60,11,1.4
30-4-2019,2019,4,30,Willem-Alexander,7,N,N,2.5,2.6,3,1,1,24,7,4,10.6,6.1,24,12.4,14,0,0,482,0,0,0,1023.4,1024.8,1020.9,57,7-8 km,redelijk,24,75,25-26 km,goed,21,8/8,82,94,24,77,14,0.7
31-8-2019,2019,8,31,Willem-Alexander,208,ZW,Z,0.9,2.1,4,13,1,3,8,20,19.6,9.3,5,28.1,14,10,73,1853,0,0.05,0.05,1012.2,1018.6,1007.1,3,300-400 m,slecht,5,82,40-45 km,uitstekend,17,5/8,71,98,1,38,14,3.4
27-4-2020,2020,4,27,Willem-Alexander,265,W,W,1,2.4,4,11,1,1,9,11,12.4,1.4,3,20.7,14,11.5,79,2344,0,0,0,1007.5,1009.8,1006.2,1,100-200 m,slecht,2,82,40-45 km,uitstekend,19,4/8,64,98,1,28,13,3.6
30-4-2020,2020,4,30,Willem-Alexander,199,Z,Z,4.4,4.8,7,8,3,4,14,20,11.5,8.3,20,16.1,17,7.1,48,1607,2.1,7.3,6.7,998.5,1000.3,996.7,67,17-18 km,goed,20,83,45-50 km,uitstekend,18,7/8,70,90,6,40,15,2.4
31-8-2020,2020,8,31,Willem-Alexander,351,N,N,2.1,2.2,4,10,0,24,7,4,14.5,9.2,24,18.3,12,4.6,34,1439,0,0,0,1019.7,1021,1017.2,6,600-700 m,slecht,24,82,40-45 km,uitstekend,12,6/8,76,99,24,53,15,2.4
27-4-2021,2021,4,27,Willem-Alexander,80,O,O,2.7,3.1,5,11,2,1,10,14,9.2,1,5,15.7,15,12.1,83,2384,0,0,0,1010.5,1014.3,1007.9,70,20-21 km,goed,4,83,45-50 km,uitstekend,18,2/8,50,83,4,30,16,3.4
30-4-2021,2021,4,30,Willem-Alexander,316,NW,N,1.6,2,4,16,1,3,7,16,7.8,5.4,22,10.3,14,1.5,10,763,7.7,8.3,4.2,1013.1,1014.5,1011.3,36,3600-3700 m,matig,6,75,25-26 km,goed,15,8/8,88,96,5,75,15,1.1
31-8-2021,2021,8,31,Willem-Alexander,349,N,N,2.9,2.9,5,13,1,3,10,15,16.3,11,4,19.8,13,4.2,31,1240,0,0,0,1026.5,1028.2,1024.2,1,100-200 m,slecht,3,75,25-26 km,goed,10,6/8,83,99,3,69,12,2.1
27-4-2022,2022,4,27,Willem-Alexander,353,N,N,1.7,2,4,14,1,1,7,13,7.5,0.2,5,13.6,14,9.3,64,2029,0,0,0,1026.9,1029.5,1024.1,3,300-400 m,slecht,2,82,40-45 km,uitstekend,19,3/8,74,100,5,51,15,2.8
30-4-2022,2022,4,30,Willem-Alexander,328,NW,N,2,2,4,10,1,1,9,10,7.9,1.3,4,12.5,10,1.9,13,1022,0,0,0,1027.2,1029.5,1025.4,18,1800-1900 m,matig,3,83,45-50 km,uitstekend,15,7/8,78,98,3,55,9,1.4
31-8-2022,2022,8,31,Willem-Alexander,43,NO,N,4.5,4.5,6,12,3,19,10,9,18.4,13.9,6,23.8,15,11.8,86,2017,0,0,0,1022.3,1023.3,1021.3,75,25-26 km,goed,1,83,45-50 km,uitstekend,5,3/8,57,77,24,37,17,3.6
27-4-2023,2023,4,27,Willem-Alexander,117,ZO,O,2.5,2.9,4,8,1,1,8,15,7.9,-1.2,4,13.3,14,11,75,2189,0,0,0,1019.1,1021.5,1014.2,8,800-900 m,slecht,2,83,45-50 km,uitstekend,8,7/8,61,98,2,39,13,3
30-4-2023,2023,4,30,Willem-Alexander,99,O,O,1.7,1.9,3,8,1,1,6,11,11,2.5,5,17.9,16,10.6,72,2147,0,0,0,1021.9,1024.3,1018.4,2,200-300 m,slecht,4,83,45-50 km,uitstekend,14,6/8,73,98,2,45,16,3.2
31-8-2023,2023,8,31,Willem-Alexander,260,W,W,2,2.7,5,11,0,19,11,11,15.2,11.6,1,19.8,15,9.4,69,1851,3.2,9.4,4.3,1010.1,1011.9,1007.5,56,6-7 km,redelijk,5,83,45-50 km,uitstekend,10,6/8,78,97,6,49,13,3.1
27-4-2024,2024,4,27,Willem-Alexander,131,ZO,O,2.3,2.9,4,11,2,1,8,22,11.8,6.1,4,16.4,16,2.2,15,1243,0.5,0.1,0.1,1004.8,1005.6,1003.8,62,12-13 km,redelijk,6,83,45-50 km,uitstekend,16,8/8,80,93,2,61,16,1.9
30-4-2024,2024,4,30,Willem-Alexander,137,ZO,Z,1.8,2.5,4,10,1,1,7,10,16.2,11.2,1,21.9,16,6.5,44,1920,0,0.05,0.05,1014.8,1017.9,1011.4,65,15-16 km,goed,1,83,45-50 km,uitstekend,13,8/8,77,97,5,54,14,3.3
